module,old_version,new_version,resource_type,old_name,new_name,score,jaccard,name_similarity,old_url,new_url,second_best,confirmed
icu,2026.0.1,2026.0.2,Observation,MII_PR_ICU_Bilanz_Gesamte_Einfuhr,MII_PR_ICU_Bilanz_Ausfuhr_Blutverlust,0.81,0.875,0.657,https://www.medizininformatik-initiative.de/fhir/ext/modul-icu/StructureDefinition/mii-pr-icu-bilanz-gesamte-einfuhr,https://www.medizininformatik-initiative.de/fhir/ext/modul-icu/StructureDefinition/mii-pr-icu-bilanz-ausfuhr-blutverlust,https://www.medizininformatik-initiative.de/fhir/ext/modul-icu/StructureDefinition/mii-pr-icu-bilanz-ausfuhr-op-drainage (0.81),
icu,2026.0.1,2026.0.2,Observation,MII_PR_ICU_Bilanz_Gesamte_Tages_Bilanz,MII_PR_ICU_Bilanz_Tagesbilanz_Fluessigkeit,0.735,0.75,0.7,https://www.medizininformatik-initiative.de/fhir/ext/modul-icu/StructureDefinition/mii-pr-icu-bilanz-gesamte-tages-bilanz,https://www.medizininformatik-initiative.de/fhir/ext/modul-icu/StructureDefinition/mii-pr-icu-bilanz-tagesbilanz-fluessigkeit,https://www.medizininformatik-initiative.de/fhir/ext/modul-icu/StructureDefinition/mii-pr-icu-bilanz-ausfuhr-op-drainage (0.71),
icu,2026.0.1,2026.0.2,Observation,MII_PR_ICU_ECT_Arterieller_Druck,MII_PR_ICU_Bilanz_Ausfuhr_Blutverlust,0.399,0.333,0.551,https://www.medizininformatik-initiative.de/fhir/ext/modul-icu/StructureDefinition/mii-pr-icu-ect-arterieller-druck,https://www.medizininformatik-initiative.de/fhir/ext/modul-icu/StructureDefinition/mii-pr-icu-bilanz-ausfuhr-blutverlust,https://www.medizininformatik-initiative.de/fhir/ext/modul-icu/StructureDefinition/mii-pr-icu-bilanz-ausfuhr-op-drainage (0.38),
icu,2026.0.1,2026.0.2,Observation,MII_PR_ICU_ECT_Blutfluss_Cardiovasculaeres_Geraet,MII_PR_ICU_Bilanz_Ausfuhr_Blutverlust,0.451,0.444,0.465,https://www.medizininformatik-initiative.de/fhir/ext/modul-icu/StructureDefinition/mii-pr-icu-ect-blutfluss-cardiovasculaeres-geraet,https://www.medizininformatik-initiative.de/fhir/ext/modul-icu/StructureDefinition/mii-pr-icu-bilanz-ausfuhr-blutverlust,https://www.medizininformatik-initiative.de/fhir/ext/modul-icu/StructureDefinition/mii-pr-icu-bilanz-ausfuhr-op-drainage (0.44),
icu,2026.0.1,2026.0.2,Observation,MII_PR_ICU_ECT_Blutfluss_Extrakorporaler_Gasaustausch,MII_PR_ICU_Bilanz_Ausfuhr_Blutverlust,0.444,0.444,0.444,https://www.medizininformatik-initiative.de/fhir/ext/modul-icu/StructureDefinition/mii-pr-icu-ect-blutfluss-extrakorporaler-gasaustausch,https://www.medizininformatik-initiative.de/fhir/ext/modul-icu/StructureDefinition/mii-pr-icu-bilanz-ausfuhr-blutverlust,https://www.medizininformatik-initiative.de/fhir/ext/modul-icu/StructureDefinition/mii-pr-icu-bilanz-ausfuhr-op-drainage (0.44),
icu,2026.0.1,2026.0.2,Observation,MII_PR_ICU_ECT_Blutflussindex_Extrakorporaler_Gasaustausch,MII_PR_ICU_Bilanz_Ausfuhr_Blutverlust,0.381,0.364,0.421,https://www.medizininformatik-initiative.de/fhir/ext/modul-icu/StructureDefinition/mii-pr-icu-ect-blutflussindex-extrakorporaler-gasaustausch,https://www.medizininformatik-initiative.de/fhir/ext/modul-icu/StructureDefinition/mii-pr-icu-bilanz-ausfuhr-blutverlust,https://www.medizininformatik-initiative.de/fhir/ext/modul-icu/StructureDefinition/mii-pr-icu-bilanz-ausfuhr-haemofiltration-einzelmesswerte (0.37),
icu,2026.0.1,2026.0.2,Observation,MII_PR_ICU_ECT_Dauer_Extrakorporaler_Gasaustausch,MII_PR_ICU_Bilanz_Ausfuhr_Blutverlust,0.387,0.364,0.442,https://www.medizininformatik-initiative.de/fhir/ext/modul-icu/StructureDefinition/mii-pr-icu-ect-dauer-extrakorporaler-gasaustausch,https://www.medizininformatik-initiative.de/fhir/ext/modul-icu/StructureDefinition/mii-pr-icu-bilanz-ausfuhr-blutverlust,https://www.medizininformatik-initiative.de/fhir/ext/modul-icu/StructureDefinition/mii-pr-icu-bilanz-ausfuhr-haemofiltration-einzelmesswerte (0.38),
icu,2026.0.1,2026.0.2,Observation,MII_PR_ICU_ECT_Dauer_Haemodialysesitzung,MII_PR_ICU_Bilanz_Ausfuhr_Haemofiltration_Einzelmesswerte,0.415,0.364,0.536,https://www.medizininformatik-initiative.de/fhir/ext/modul-icu/StructureDefinition/mii-pr-icu-ect-dauer-haemodialysesitzung,https://www.medizininformatik-initiative.de/fhir/ext/modul-icu/StructureDefinition/mii-pr-icu-bilanz-ausfuhr-haemofiltration-einzelmesswerte,https://www.medizininformatik-initiative.de/fhir/ext/modul-icu/StructureDefinition/mii-pr-icu-bilanz-ausfuhr-blutverlust (0.39),
icu,2026.0.1,2026.0.2,DeviceMetric,MII_PR_ICU_ECT_Devicemetric_Eingestellte_Gemessene_Parameter_Extrakorporale_Verfahren,,,,,https://www.medizininformatik-initiative.de/fhir/ext/modul-icu/StructureDefinition/mii-pr-icu-ect-devicemetric-eingestellte-gemessene-parameter-extrakorporale-verfahren,,,
icu,2026.0.1,2026.0.2,Procedure,MII_PR_ICU_ECT_Extrakorporales_Verfahren,,,,,https://www.medizininformatik-initiative.de/fhir/ext/modul-icu/StructureDefinition/mii-pr-icu-ect-extrakorporales-verfahren,,,
icu,2026.0.1,2026.0.2,Observation,MII_PR_ICU_ECT_Gasfluss,MII_PR_ICU_Bilanz_Ausfuhr_Blutverlust,0.326,0.222,0.567,https://www.medizininformatik-initiative.de/fhir/ext/modul-icu/StructureDefinition/mii-pr-icu-ect-gasfluss,https://www.medizininformatik-initiative.de/fhir/ext/modul-icu/StructureDefinition/mii-pr-icu-bilanz-ausfuhr-blutverlust,https://www.medizininformatik-initiative.de/fhir/ext/modul-icu/StructureDefinition/mii-pr-icu-bilanz-tagesbilanz-fluessigkeit (0.31),
icu,2026.0.1,2026.0.2,Observation,MII_PR_ICU_ECT_Haemodialyse_Blutfluss,MII_PR_ICU_Bilanz_Ausfuhr_Blutverlust,0.425,0.364,0.568,https://www.medizininformatik-initiative.de/fhir/ext/modul-icu/StructureDefinition/mii-pr-icu-ect-haemodialyse-blutfluss,https://www.medizininformatik-initiative.de/fhir/ext/modul-icu/StructureDefinition/mii-pr-icu-bilanz-ausfuhr-blutverlust,https://www.medizininformatik-initiative.de/fhir/ext/modul-icu/StructureDefinition/mii-pr-icu-bilanz-ausfuhr-haemofiltration-einzelmesswerte (0.40),
icu,2026.0.1,2026.0.2,Observation,MII_PR_ICU_ECT_Ionisiertes_Kalzium_Nierenersatzverfahren,MII_PR_ICU_Bilanz_Ausfuhr_Blutverlust,0.349,0.333,0.387,https://www.medizininformatik-initiative.de/fhir/ext/modul-icu/StructureDefinition/mii-pr-icu-ect-ionisiertes-kalzium-nierenersatzverfahren,https://www.medizininformatik-initiative.de/fhir/ext/modul-icu/StructureDefinition/mii-pr-icu-bilanz-ausfuhr-blutverlust,https://www.medizininformatik-initiative.de/fhir/ext/modul-icu/StructureDefinition/mii-pr-icu-bilanz-ausfuhr-op-drainage (0.34),
icu,2026.0.1,2026.0.2,Observation,MII_PR_ICU_ECT_Parameter_Von_Extrakorporalen_Verfahren,,,,,https://www.medizininformatik-initiative.de/fhir/ext/modul-icu/StructureDefinition/mii-pr-icu-ect-parameter-von-extrakorporalen-verfahren,,,
icu,2026.0.1,2026.0.2,Observation,MII_PR_ICU_ECT_Substituatfluss,MII_PR_ICU_Bilanz_Ausfuhr_Blutverlust,0.416,0.364,0.537,https://www.medizininformatik-initiative.de/fhir/ext/modul-icu/StructureDefinition/mii-pr-icu-ect-substituatfluss,https://www.medizininformatik-initiative.de/fhir/ext/modul-icu/StructureDefinition/mii-pr-icu-bilanz-ausfuhr-blutverlust,https://www.medizininformatik-initiative.de/fhir/ext/modul-icu/StructureDefinition/mii-pr-icu-bilanz-tagesbilanz-fluessigkeit (0.40),
icu,2026.0.1,2026.0.2,Observation,MII_PR_ICU_ECT_Substituatvolumen,MII_PR_ICU_Bilanz_Ausfuhr_OP_Drainage,0.402,0.364,0.493,https://www.medizininformatik-initiative.de/fhir/ext/modul-icu/StructureDefinition/mii-pr-icu-ect-substituatvolumen,https://www.medizininformatik-initiative.de/fhir/ext/modul-icu/StructureDefinition/mii-pr-icu-bilanz-ausfuhr-op-drainage,https://www.medizininformatik-initiative.de/fhir/ext/modul-icu/StructureDefinition/mii-pr-icu-bilanz-tagesbilanz-fluessigkeit (0.39),
icu,2026.0.1,2026.0.2,Observation,MII_PR_ICU_ECT_Venoeser_Druck,MII_PR_ICU_Bilanz_Ausfuhr_OP_Drainage,0.466,0.444,0.515,https://www.medizininformatik-initiative.de/fhir/ext/modul-icu/StructureDefinition/mii-pr-icu-ect-venoeser-druck,https://www.medizininformatik-initiative.de/fhir/ext/modul-icu/StructureDefinition/mii-pr-icu-bilanz-ausfuhr-op-drainage,https://www.medizininformatik-initiative.de/fhir/ext/modul-icu/StructureDefinition/mii-pr-icu-bilanz-ausfuhr-blutverlust (0.46),
icu,2026.0.1,2026.0.2,Observation,MII_PR_ICU_Herzfrequenz,MII_PR_ICU_Bilanz_Ausfuhr_Blutverlust,0.607,0.667,0.467,https://www.medizininformatik-initiative.de/fhir/ext/modul-icu/StructureDefinition/mii-pr-icu-herzfrequenz,https://www.medizininformatik-initiative.de/fhir/ext/modul-icu/StructureDefinition/mii-pr-icu-bilanz-ausfuhr-blutverlust,https://www.medizininformatik-initiative.de/fhir/ext/modul-icu/StructureDefinition/mii-pr-icu-bilanz-tagesbilanz-fluessigkeit (0.61),
icu,2026.0.1,2026.0.2,Observation,MII_PR_ICU_Koerpergewicht,,,,,https://www.medizininformatik-initiative.de/fhir/ext/modul-icu/StructureDefinition/mii-pr-icu-koerpergewicht,,,
icu,2026.0.1,2026.0.2,Observation,MII_PR_ICU_Koerpergroesse,,,,,https://www.medizininformatik-initiative.de/fhir/ext/modul-icu/StructureDefinition/mii-pr-icu-koerpergroesse,,,
icu,2026.0.1,2026.0.2,Observation,MII_PR_ICU_Kopfumfang,,,,,https://www.medizininformatik-initiative.de/fhir/ext/modul-icu/StructureDefinition/mii-pr-icu-kopfumfang,,,
icu,2026.0.1,2026.0.2,Observation,MII_PR_ICU_VENT_Atemwegsdruck_Bei_Mitl_Exspiratorischem_Gasfluss,MII_PR_ICU_Bilanz_Ausfuhr_Blutverlust,0.322,0.273,0.436,https://www.medizininformatik-initiative.de/fhir/ext/modul-icu/StructureDefinition/mii-pr-icu-vent-atemwegsdruck-bei-mitl-exspiratorischem-gasfluss,https://www.medizininformatik-initiative.de/fhir/ext/modul-icu/StructureDefinition/mii-pr-icu-bilanz-ausfuhr-blutverlust,https://www.medizininformatik-initiative.de/fhir/ext/modul-icu/StructureDefinition/mii-pr-icu-bilanz-ausfuhr-haemofiltration-einzelmesswerte (0.32),
icu,2026.0.1,2026.0.2,Observation,MII_PR_ICU_VENT_Atemwegsdruck_Bei_Null_Exspiratorischem_Gasfluss,MII_PR_ICU_Bilanz_Ausfuhr_Blutverlust,0.322,0.273,0.436,https://www.medizininformatik-initiative.de/fhir/ext/modul-icu/StructureDefinition/mii-pr-icu-vent-atemwegsdruck-bei-null-exspiratorischem-gasfluss,https://www.medizininformatik-initiative.de/fhir/ext/modul-icu/StructureDefinition/mii-pr-icu-bilanz-ausfuhr-blutverlust,https://www.medizininformatik-initiative.de/fhir/ext/modul-icu/StructureDefinition/mii-pr-icu-bilanz-ausfuhr-haemofiltration-einzelmesswerte (0.32),
icu,2026.0.1,2026.0.2,Observation,MII_PR_ICU_VENT_Atemzugvolumen_Einstellung,MII_PR_ICU_Bilanz_Ausfuhr_Haemofiltration_Einzelmesswerte,0.385,0.333,0.505,https://www.medizininformatik-initiative.de/fhir/ext/modul-icu/StructureDefinition/mii-pr-icu-vent-atemzugvolumen-einstellung,https://www.medizininformatik-initiative.de/fhir/ext/modul-icu/StructureDefinition/mii-pr-icu-bilanz-ausfuhr-haemofiltration-einzelmesswerte,https://www.medizininformatik-initiative.de/fhir/ext/modul-icu/StructureDefinition/mii-pr-icu-bilanz-ausfuhr-blutverlust (0.38),
icu,2026.0.1,2026.0.2,Observation,MII_PR_ICU_VENT_Atemzugvolumen_Waehrend_Beatmung,MII_PR_ICU_Bilanz_Ausfuhr_Blutverlust,0.389,0.364,0.447,https://www.medizininformatik-initiative.de/fhir/ext/modul-icu/StructureDefinition/mii-pr-icu-vent-atemzugvolumen-waehrend-beatmung,https://www.medizininformatik-initiative.de/fhir/ext/modul-icu/StructureDefinition/mii-pr-icu-bilanz-ausfuhr-blutverlust,https://www.medizininformatik-initiative.de/fhir/ext/modul-icu/StructureDefinition/mii-pr-icu-bilanz-ausfuhr-op-drainage (0.38),
icu,2026.0.1,2026.0.2,Procedure,MII_PR_ICU_VENT_Beatmung,,,,,https://www.medizininformatik-initiative.de/fhir/ext/modul-icu/StructureDefinition/mii-pr-icu-vent-beatmung,,,
icu,2026.0.1,2026.0.2,Observation,MII_PR_ICU_VENT_Beatmungsvolumen_Pro_Minute_Maschineller,MII_PR_ICU_Bilanz_Ausfuhr_Haemofiltration_Einzelmesswerte,0.371,0.364,0.389,https://www.medizininformatik-initiative.de/fhir/ext/modul-icu/StructureDefinition/mii-pr-icu-vent-beatmungsvolumen-pro-minute-maschineller,https://www.medizininformatik-initiative.de/fhir/ext/modul-icu/StructureDefinition/mii-pr-icu-bilanz-ausfuhr-haemofiltration-einzelmesswerte,https://www.medizininformatik-initiative.de/fhir/ext/modul-icu/StructureDefinition/mii-pr-icu-bilanz-ausfuhr-blutverlust (0.37),
icu,2026.0.1,2026.0.2,Observation,MII_PR_ICU_VENT_Beatmungszeit_Hohem_Druck,MII_PR_ICU_Bilanz_Ausfuhr_OP_Drainage,0.393,0.364,0.462,https://www.medizininformatik-initiative.de/fhir/ext/modul-icu/StructureDefinition/mii-pr-icu-vent-beatmungszeit-hohem-druck,https://www.medizininformatik-initiative.de/fhir/ext/modul-icu/StructureDefinition/mii-pr-icu-bilanz-ausfuhr-op-drainage,https://www.medizininformatik-initiative.de/fhir/ext/modul-icu/StructureDefinition/mii-pr-icu-bilanz-tagesbilanz-fluessigkeit (0.38),
icu,2026.0.1,2026.0.2,Observation,MII_PR_ICU_VENT_Beatmungszeit_Niedrigem_Druck,MII_PR_ICU_Bilanz_Ausfuhr_OP_Drainage,0.386,0.364,0.439,https://www.medizininformatik-initiative.de/fhir/ext/modul-icu/StructureDefinition/mii-pr-icu-vent-beatmungszeit-niedrigem-druck,https://www.medizininformatik-initiative.de/fhir/ext/modul-icu/StructureDefinition/mii-pr-icu-bilanz-ausfuhr-op-drainage,https://www.medizininformatik-initiative.de/fhir/ext/modul-icu/StructureDefinition/mii-pr-icu-bilanz-tagesbilanz-fluessigkeit (0.38),
icu,2026.0.1,2026.0.2,DeviceMetric,MII_PR_ICU_VENT_Devicemetric_Eingestellte_Gemessene_Parameter_Beatmung,,,,,https://www.medizininformatik-initiative.de/fhir/ext/modul-icu/StructureDefinition/mii-pr-icu-vent-devicemetric-eingestellte-gemessene-parameter-beatmung,,,
icu,2026.0.1,2026.0.2,Observation,MII_PR_ICU_VENT_Druckdifferenz_Beatmung,MII_PR_ICU_Bilanz_Ausfuhr_Blutverlust,0.397,0.364,0.474,https://www.medizininformatik-initiative.de/fhir/ext/modul-icu/StructureDefinition/mii-pr-icu-vent-druckdifferenz-beatmung,https://www.medizininformatik-initiative.de/fhir/ext/modul-icu/StructureDefinition/mii-pr-icu-bilanz-ausfuhr-blutverlust,https://www.medizininformatik-initiative.de/fhir/ext/modul-icu/StructureDefinition/mii-pr-icu-bilanz-tagesbilanz-fluessigkeit (0.39),
icu,2026.0.1,2026.0.2,Observation,MII_PR_ICU_VENT_Dynamische_Kompliance,MII_PR_ICU_Bilanz_Ausfuhr_Blutverlust,0.384,0.364,0.432,https://www.medizininformatik-initiative.de/fhir/ext/modul-icu/StructureDefinition/mii-pr-icu-vent-dynamische-kompliance,https://www.medizininformatik-initiative.de/fhir/ext/modul-icu/StructureDefinition/mii-pr-icu-bilanz-ausfuhr-blutverlust,https://www.medizininformatik-initiative.de/fhir/ext/modul-icu/StructureDefinition/mii-pr-icu-bilanz-ausfuhr-op-drainage (0.38),
icu,2026.0.1,2026.0.2,Observation,MII_PR_ICU_VENT_Eingestellter_Inspiratorischer_Gasfluss,MII_PR_ICU_Bilanz_Tagesbilanz_Fluessigkeit,0.305,0.25,0.433,https://www.medizininformatik-initiative.de/fhir/ext/modul-icu/StructureDefinition/mii-pr-icu-vent-eingestellter-inspiratorischer-gasfluss,https://www.medizininformatik-initiative.de/fhir/ext/modul-icu/StructureDefinition/mii-pr-icu-bilanz-tagesbilanz-fluessigkeit,,
icu,2026.0.1,2026.0.2,Observation,MII_PR_ICU_VENT_Einstellung_Ausatmungszeit_Beatmung,MII_PR_ICU_Bilanz_Ausfuhr_Blutverlust,0.43,0.4,0.5,https://www.medizininformatik-initiative.de/fhir/ext/modul-icu/StructureDefinition/mii-pr-icu-vent-einstellung-ausatmungszeit-beatmung,https://www.medizininformatik-initiative.de/fhir/ext/modul-icu/StructureDefinition/mii-pr-icu-bilanz-ausfuhr-blutverlust,https://www.medizininformatik-initiative.de/fhir/ext/modul-icu/StructureDefinition/mii-pr-icu-bilanz-ausfuhr-op-drainage (0.42),
icu,2026.0.1,2026.0.2,Observation,MII_PR_ICU_VENT_Einstellung_Einatmungszeit_Beatmung,MII_PR_ICU_Bilanz_Ausfuhr_OP_Drainage,0.416,0.4,0.455,https://www.medizininformatik-initiative.de/fhir/ext/modul-icu/StructureDefinition/mii-pr-icu-vent-einstellung-einatmungszeit-beatmung,https://www.medizininformatik-initiative.de/fhir/ext/modul-icu/StructureDefinition/mii-pr-icu-bilanz-ausfuhr-op-drainage,https://www.medizininformatik-initiative.de/fhir/ext/modul-icu/StructureDefinition/mii-pr-icu-bilanz-tagesbilanz-fluessigkeit (0.40),
icu,2026.0.1,2026.0.2,Observation,MII_PR_ICU_VENT_Endexspiratorischer_Kohlendioxidpartialdruck,MII_PR_ICU_Bilanz_Ausfuhr_Haemofiltration_Einzelmesswerte,0.372,0.364,0.393,https://www.medizininformatik-initiative.de/fhir/ext/modul-icu/StructureDefinition/mii-pr-icu-vent-endexspiratorischer-kohlendioxidpartialdruck,https://www.medizininformatik-initiative.de/fhir/ext/modul-icu/StructureDefinition/mii-pr-icu-bilanz-ausfuhr-haemofiltration-einzelmesswerte,https://www.medizininformatik-initiative.de/fhir/ext/modul-icu/StructureDefinition/mii-pr-icu-bilanz-ausfuhr-blutverlust (0.37),
icu,2026.0.1,2026.0.2,Observation,MII_PR_ICU_VENT_Exspiratorischer_Gasfluss,MII_PR_ICU_Bilanz_Ausfuhr_Blutverlust,0.387,0.333,0.513,https://www.medizininformatik-initiative.de/fhir/ext/modul-icu/StructureDefinition/mii-pr-icu-vent-exspiratorischer-gasfluss,https://www.medizininformatik-initiative.de/fhir/ext/modul-icu/StructureDefinition/mii-pr-icu-bilanz-ausfuhr-blutverlust,https://www.medizininformatik-initiative.de/fhir/ext/modul-icu/StructureDefinition/mii-pr-icu-bilanz-ausfuhr-haemofiltration-einzelmesswerte (0.37),
icu,2026.0.1,2026.0.2,Observation,MII_PR_ICU_VENT_Exspiratorischer_Sauerstoffpartialdruck,MII_PR_ICU_Bilanz_Ausfuhr_Blutverlust,0.385,0.364,0.435,https://www.medizininformatik-initiative.de/fhir/ext/modul-icu/StructureDefinition/mii-pr-icu-vent-exspiratorischer-sauerstoffpartialdruck,https://www.medizininformatik-initiative.de/fhir/ext/modul-icu/StructureDefinition/mii-pr-icu-bilanz-ausfuhr-blutverlust,https://www.medizininformatik-initiative.de/fhir/ext/modul-icu/StructureDefinition/mii-pr-icu-bilanz-ausfuhr-haemofiltration-einzelmesswerte (0.38),
icu,2026.0.1,2026.0.2,Observation,MII_PR_ICU_VENT_Horowitz_In_Arteriellem_Blut,MII_PR_ICU_Bilanz_Ausfuhr_Blutverlust,0.389,0.333,0.519,https://www.medizininformatik-initiative.de/fhir/ext/modul-icu/StructureDefinition/mii-pr-icu-vent-horowitz-in-arteriellem-blut,https://www.medizininformatik-initiative.de/fhir/ext/modul-icu/StructureDefinition/mii-pr-icu-bilanz-ausfuhr-blutverlust,https://www.medizininformatik-initiative.de/fhir/ext/modul-icu/StructureDefinition/mii-pr-icu-bilanz-ausfuhr-haemofiltration-einzelmesswerte (0.36),
icu,2026.0.1,2026.0.2,Observation,MII_PR_ICU_VENT_Inspiratorische_Sauerstofffraktion,MII_PR_ICU_Bilanz_Ausfuhr_Blutverlust,0.411,0.4,0.437,https://www.medizininformatik-initiative.de/fhir/ext/modul-icu/StructureDefinition/mii-pr-icu-vent-inspiratorische-sauerstofffraktion,https://www.medizininformatik-initiative.de/fhir/ext/modul-icu/StructureDefinition/mii-pr-icu-bilanz-ausfuhr-blutverlust,https://www.medizininformatik-initiative.de/fhir/ext/modul-icu/StructureDefinition/mii-pr-icu-bilanz-ausfuhr-op-drainage (0.40),
icu,2026.0.1,2026.0.2,Observation,MII_PR_ICU_VENT_Inspiratorische_Sauerstofffraktion_Eingestellt,MII_PR_ICU_Bilanz_Ausfuhr_Haemofiltration_Einzelmesswerte,0.421,0.4,0.471,https://www.medizininformatik-initiative.de/fhir/ext/modul-icu/StructureDefinition/mii-pr-icu-vent-inspiratorische-sauerstofffraktion-eingestellt,https://www.medizininformatik-initiative.de/fhir/ext/modul-icu/StructureDefinition/mii-pr-icu-bilanz-ausfuhr-haemofiltration-einzelmesswerte,https://www.medizininformatik-initiative.de/fhir/ext/modul-icu/StructureDefinition/mii-pr-icu-bilanz-ausfuhr-blutverlust (0.40),
icu,2026.0.1,2026.0.2,Observation,MII_PR_ICU_VENT_Inspiratorische_Sauerstofffraktion_Gemessen,MII_PR_ICU_Bilanz_Ausfuhr_Haemofiltration_Einzelmesswerte,0.42,0.4,0.466,https://www.medizininformatik-initiative.de/fhir/ext/modul-icu/StructureDefinition/mii-pr-icu-vent-inspiratorische-sauerstofffraktion-gemessen,https://www.medizininformatik-initiative.de/fhir/ext/modul-icu/StructureDefinition/mii-pr-icu-bilanz-ausfuhr-haemofiltration-einzelmesswerte,https://www.medizininformatik-initiative.de/fhir/ext/modul-icu/StructureDefinition/mii-pr-icu-bilanz-ausfuhr-blutverlust (0.40),
icu,2026.0.1,2026.0.2,Observation,MII_PR_ICU_VENT_Inspiratorischer_Gasfluss,MII_PR_ICU_Bilanz_Ausfuhr_Blutverlust,0.387,0.333,0.513,https://www.medizininformatik-initiative.de/fhir/ext/modul-icu/StructureDefinition/mii-pr-icu-vent-inspiratorischer-gasfluss,https://www.medizininformatik-initiative.de/fhir/ext/modul-icu/StructureDefinition/mii-pr-icu-bilanz-ausfuhr-blutverlust,https://www.medizininformatik-initiative.de/fhir/ext/modul-icu/StructureDefinition/mii-pr-icu-bilanz-ausfuhr-haemofiltration-einzelmesswerte (0.37),
icu,2026.0.1,2026.0.2,Observation,MII_PR_ICU_VENT_Maximaler_Beatmungsdruck,MII_PR_ICU_Bilanz_Ausfuhr_Blutverlust,0.387,0.364,0.442,https://www.medizininformatik-initiative.de/fhir/ext/modul-icu/StructureDefinition/mii-pr-icu-vent-maximaler-beatmungsdruck,https://www.medizininformatik-initiative.de/fhir/ext/modul-icu/StructureDefinition/mii-pr-icu-bilanz-ausfuhr-blutverlust,https://www.medizininformatik-initiative.de/fhir/ext/modul-icu/StructureDefinition/mii-pr-icu-bilanz-tagesbilanz-fluessigkeit (0.37),
icu,2026.0.1,2026.0.2,Observation,MII_PR_ICU_VENT_Mechanische_Atemfrequenz_Beatmet,MII_PR_ICU_Bilanz_Ausfuhr_Blutverlust,0.382,0.364,0.424,https://www.medizininformatik-initiative.de/fhir/ext/modul-icu/StructureDefinition/mii-pr-icu-vent-mechanische-atemfrequenz-beatmet,https://www.medizininformatik-initiative.de/fhir/ext/modul-icu/StructureDefinition/mii-pr-icu-bilanz-ausfuhr-blutverlust,https://www.medizininformatik-initiative.de/fhir/ext/modul-icu/StructureDefinition/mii-pr-icu-bilanz-ausfuhr-haemofiltration-einzelmesswerte (0.37),
icu,2026.0.1,2026.0.2,Observation,MII_PR_ICU_VENT_Mittlerer_Beatmungsdruck,MII_PR_ICU_Bilanz_Ausfuhr_Blutverlust,0.387,0.364,0.442,https://www.medizininformatik-initiative.de/fhir/ext/modul-icu/StructureDefinition/mii-pr-icu-vent-mittlerer-beatmungsdruck,https://www.medizininformatik-initiative.de/fhir/ext/modul-icu/StructureDefinition/mii-pr-icu-bilanz-ausfuhr-blutverlust,https://www.medizininformatik-initiative.de/fhir/ext/modul-icu/StructureDefinition/mii-pr-icu-bilanz-ausfuhr-op-drainage (0.37),
icu,2026.0.1,2026.0.2,Observation,MII_PR_ICU_VENT_Parameter_Von_Beatmung,,,,,https://www.medizininformatik-initiative.de/fhir/ext/modul-icu/StructureDefinition/mii-pr-icu-vent-parameter-von-beatmung,,,
icu,2026.0.1,2026.0.2,Observation,MII_PR_ICU_VENT_Positiv_Endexspiratorischer_Druck,MII_PR_ICU_Bilanz_Ausfuhr_Haemofiltration_Einzelmesswerte,0.385,0.364,0.434,https://www.medizininformatik-initiative.de/fhir/ext/modul-icu/StructureDefinition/mii-pr-icu-vent-positiv-endexspiratorischer-druck,https://www.medizininformatik-initiative.de/fhir/ext/modul-icu/StructureDefinition/mii-pr-icu-bilanz-ausfuhr-haemofiltration-einzelmesswerte,https://www.medizininformatik-initiative.de/fhir/ext/modul-icu/StructureDefinition/mii-pr-icu-bilanz-ausfuhr-blutverlust (0.38),
icu,2026.0.1,2026.0.2,Observation,MII_PR_ICU_VENT_Spontane_Atemfrequenz_Beatmet,MII_PR_ICU_Bilanz_Ausfuhr_Blutverlust,0.412,0.4,0.439,https://www.medizininformatik-initiative.de/fhir/ext/modul-icu/StructureDefinition/mii-pr-icu-vent-spontane-atemfrequenz-beatmet,https://www.medizininformatik-initiative.de/fhir/ext/modul-icu/StructureDefinition/mii-pr-icu-bilanz-ausfuhr-blutverlust,https://www.medizininformatik-initiative.de/fhir/ext/modul-icu/StructureDefinition/mii-pr-icu-bilanz-tagesbilanz-fluessigkeit (0.40),
icu,2026.0.1,2026.0.2,Observation,MII_PR_ICU_VENT_Spontane_Mechanische_Atemfrequenz_Beatmet,MII_PR_ICU_Bilanz_Ausfuhr_Blutverlust,0.395,0.4,0.383,https://www.medizininformatik-initiative.de/fhir/ext/modul-icu/StructureDefinition/mii-pr-icu-vent-spontane-mechanische-atemfrequenz-beatmet,https://www.medizininformatik-initiative.de/fhir/ext/modul-icu/StructureDefinition/mii-pr-icu-bilanz-ausfuhr-blutverlust,https://www.medizininformatik-initiative.de/fhir/ext/modul-icu/StructureDefinition/mii-pr-icu-bilanz-ausfuhr-haemofiltration-einzelmesswerte (0.39),
icu,2026.0.1,2026.0.2,Observation,MII_PR_ICU_VENT_Spontanes_Atemzugvolumen,MII_PR_ICU_Bilanz_Ausfuhr_Blutverlust,0.403,0.364,0.494,https://www.medizininformatik-initiative.de/fhir/ext/modul-icu/StructureDefinition/mii-pr-icu-vent-spontanes-atemzugvolumen,https://www.medizininformatik-initiative.de/fhir/ext/modul-icu/StructureDefinition/mii-pr-icu-bilanz-ausfuhr-blutverlust,https://www.medizininformatik-initiative.de/fhir/ext/modul-icu/StructureDefinition/mii-pr-icu-bilanz-tagesbilanz-fluessigkeit (0.39),
